title,title_normalized,description,release_date,total_duration,songs_count,cover_image_url,spotify_url,artist_id
One Hot Minute (Deluxe Edition),one hot minute (deluxe edition),Main health step.,1995-09-12,00:47:21,10,https://i.scdn.co/image/ab67616d0000b2737f3dcf99224570b053294ccf,https://open.spotify.com/album/2rQ135imvelvp89D8eEZOi,107
FOREVER KING,forever king,Oil fund so fast. Set politics next he.,2023-06-15,00:34:21,10,https://i.scdn.co/image/ab67616d0000b273213ab71c067f018c68d42696,https://open.spotify.com/album/3BD8a87zdeC9SAXSM1FC3t,108
Los Bandoleros Reloaded,los bandoleros reloaded,Street discover development them.,2021-04-09,00:34:20,10,https://i.scdn.co/image/ab67616d0000b27321b6da7b0a299f454dc46e23,https://open.spotify.com/album/5KtOg6t1abStlfb6OvoD8R,108
Los Bandoleros,los bandoleros,Over world affect card box population job.,2021-03-26,00:35:59,10,https://i.scdn.co/image/ab67616d0000b273489b94e3fbea1bf891f4053a,https://open.spotify.com/album/4g9Ot68iaFXL0z4Zadz7Pw,108
Brightest Blue - Nature Remix (feat. NATURE),brightest blue - nature remix (feat. nature),Level course girl outside police air.,2024-04-18,00:04:42,1,https://i.scdn.co/image/ab67616d0000b27396876e4a8c06e544b372d638,https://open.spotify.com/album/7BMvrXesDbR2n1vW8vErav,109
I've Tried Everything But Therapy (Part 1.5),i've tried everything but therapy (part 1.5),Reality bag allow report author once conference.,2024-04-26,00:31:27,10,https://i.scdn.co/image/ab67616d0000b273986e4bc7e3c0ad7eb8d64225,https://open.spotify.com/album/3egFmnuKrjoMAlqCfdw7KH,110
I've Tried Everything But Therapy (Part 1) [Live],i've tried everything but therapy (part 1) [live],Start art glass human summer.,2024-01-19,00:31:53,10,https://i.scdn.co/image/ab67616d0000b27377dba0bdc42aa43dba007696,https://open.spotify.com/album/5X9OlMzgSCuoSay4SiJRFm,110
I've Tried Everything But Therapy (Part 1),i've tried everything but therapy (part 1),Season own lead senior stay enter choose.,2023-09-15,00:31:17,10,https://i.scdn.co/image/ab67616d0000b2731a0323cc23419360a34a3ace,https://open.spotify.com/album/7nacKlk586eLRBSIsrk9DB,110
Funeral,funeral,Human raise program.,2024-07-12,00:03:54,1,https://i.scdn.co/image/ab67616d0000b2732cd2166addf712503be6ad1d,https://open.spotify.com/album/2B4mk9YhSBZYi5fjLKVvr2,110
The Door (Tiago PZK Version),the door (tiago pzk version),Me job staff yard.,2024-06-14,00:03:32,1,https://i.scdn.co/image/ab67616d0000b273d2c3f88cbf436dff33c659e1,https://open.spotify.com/album/7KZQ4RX8Eqcx36FAWgCpx2,110
Lose Control (Tiësto Remix),lose control (tiesto remix),Doctor man reality scene structure our.,2024-03-19,00:06:13,2,https://i.scdn.co/image/ab67616d0000b27324bd65f4f2105bf477456c86,https://open.spotify.com/album/2XvOroKs4BeolSv59e3tbN,110
Lose Control (Live at The Ryman),lose control (live at the ryman),Drive individual loss bed side play role.,2024-03-05,00:05:43,1,https://i.scdn.co/image/ab67616d0000b273dae34c83c495b95bf6611eb2,https://open.spotify.com/album/5e9utk49wZhNgWGrca1Ufw,110
Lose Control (Alt. Versions),lose control (alt. versions),Standard or sort issue raise.,2024-02-29,00:34:23,10,https://i.scdn.co/image/ab67616d0000b2730ba1f88dbc45a0bd39c67076,https://open.spotify.com/album/0wafgE8f3oztSY6jmbMzWL,110
Some Things I'll Never Know (feat. Maren Morris),some things i'll never know (feat. maren morris),Boy enough use order guy pattern.,2023-11-17,00:04:02,1,https://i.scdn.co/image/ab67616d0000b273130b1b6bb79de606e51b73c8,https://open.spotify.com/album/1iUKdH9SrtKcSaCbIVcrNj,110
Lose Control,lose control,Experience either significant deep build.,2023-06-23,00:03:30,1,https://i.scdn.co/image/ab67616d0000b2731d856e66d33e22746c21a09c,https://open.spotify.com/album/5QMiub2LonMqxB7dhtbPlX,110
Diamonds & Dancefloors,diamonds & dancefloors,Computer price question culture course cold.,2023-01-27,00:28:30,10,https://i.scdn.co/image/ab67616d0000b27326b94c1fe4543bbbfb174d65,https://open.spotify.com/album/5NgQit6EhPnx84bxgVVDRQ,111
Heaven & Hell,heaven & hell,Beyond apply despite value born.,2020-09-18,00:28:57,10,https://i.scdn.co/image/ab67616d0000b2739a95e89d24214b94de36ccf7,https://open.spotify.com/album/26c7MmQ4w8EAvVLb4jilaM,111
My Oh My,my oh my,Fill staff let drop.,2024-04-04,00:02:36,1,https://i.scdn.co/image/ab67616d0000b2737ca8d2ee72784f56a6d223f4,https://open.spotify.com/album/3uYWY4pRKn0fbVQJNrfUed,111
Whatever,whatever,Dream rest subject media science.,2024-01-19,00:02:58,1,https://i.scdn.co/image/ab67616d0000b2734d914470ab899815f103f5cc,https://open.spotify.com/album/2DoFm78vsYw31kJRzvIP4l,111
Car Keys (Ayla) [Remixes],car keys (ayla) [remixes],Notice really product experience.,2023-08-11,00:10:38,3,https://i.scdn.co/image/ab67616d0000b2733d40e899188c0e018ff12710,https://open.spotify.com/album/6dycWRxgtmkMHmVkxKcQtc,111
Choose Your Fighter (From Barbie The Album),choose your fighter (from barbie the album),Pressure explain our.,2023-07-21,00:02:17,1,https://i.scdn.co/image/ab67616d0000b27320eb4ebe9500b5518776d2d2,https://open.spotify.com/album/718h0CzRHO6ums1CTrB5L1,111
Car Keys (Ayla),car keys (ayla),They dream Mr culture choose.,2023-06-30,00:02:27,1,https://i.scdn.co/image/ab67616d0000b2735a030481b0ad9a9efa103bf8,https://open.spotify.com/album/1yUD0trOHc8dudwm9VAiHs,111
Ghost (Merk & Kremont Remix),ghost (merk & kremont remix),Prevent agree including character risk strategy.,2023-05-12,00:05:55,2,https://i.scdn.co/image/ab67616d0000b273b4df2db4746608e4a80c0f23,https://open.spotify.com/album/3vuXaBdklxdSgIW8dHBoWo,111
Million Dollar Baby (Nathan Dawe Remix),million dollar baby (nathan dawe remix),Without themselves yard soon.,2023-01-06,00:06:10,2,https://i.scdn.co/image/ab67616d0000b2738d1c936d0b0bf7fc09e7af5f,https://open.spotify.com/album/2TDpkgdowmz5Vp5tPGl84T,111
Million Dollar Baby (COASTR. Remix),million dollar baby (coastr. remix),Choose hear strong specific my receive miss.,2022-10-27,00:05:43,2,https://i.scdn.co/image/ab67616d0000b273199e6a213acd6885c88f5753,https://open.spotify.com/album/1W6YuZscOskXa4ygKGcYwq,111
Glory (Deluxe),glory (deluxe),Personal interest east learn.,2020-12-11,00:34:57,10,https://i.scdn.co/image/ab67616d0000b27398c6c8d8470b73b0fccc23c6,https://open.spotify.com/album/4Dx1H8qhJ2hFkChgfZuqQV,112
Britney Jean (Deluxe Version),britney jean (deluxe version),Various personal only method bed.,2013-11-30,00:36:08,10,https://i.scdn.co/image/ab67616d0000b2733c9f7b8faf039c7607d12255,https://open.spotify.com/album/5rlB2HPoNHg2m1wmmh0TRv,112
Femme Fatale (Deluxe Version),femme fatale (deluxe version),History can both old traditional way event to.,2011-03-28,00:37:12,10,https://i.scdn.co/image/ab67616d0000b273fda0f2adec40250bea55101b,https://open.spotify.com/album/0oFBaXLFsUVa2gEmJf4FcJ,112
Circus (Deluxe Version),circus (deluxe version),Attorney bank run include build really.,2008-12-02,00:36:16,10,https://i.scdn.co/image/ab67616d0000b27354c6edd554935d73e159e199,https://open.spotify.com/album/2tve5DGwub1TtbX1khPX5j,112
Blackout,blackout,Take couple growth tonight the it none.,2007-10-25,00:37:28,10,https://i.scdn.co/image/ab67616d0000b273ca10fae7d292c52f7e8b11ca,https://open.spotify.com/album/1ePkYcH5ZQCb1b4tQeiEDj,112
In The Zone,in the zone,Modern find reality. Peace edge last room.,2003-11-13,00:37:57,10,https://i.scdn.co/image/ab67616d0000b273efc6988972cb04105f002cd4,https://open.spotify.com/album/0z7pVBGOD7HCIB7S8eLkLI,112
Britney (Digital Deluxe Version),britney (digital deluxe version),Hope once sport field past budget.,2001-10-31,00:33:18,10,https://i.scdn.co/image/ab67616d0000b273e1a4e01cb7a1ecff468bbead,https://open.spotify.com/album/5ax3GTsfX5uCUaNgnJsSG5,112
Oops!... I Did It Again,oops!... i did it again,Old music stay western instead.,2000-05-16,00:37:14,10,https://i.scdn.co/image/ab67616d0000b2732aa20611c7fb964a74ab01a6,https://open.spotify.com/album/5PmgtkodFl2Om3hMXONDll,112
...Baby One More Time (Digital Deluxe Version),...baby one more time (digital deluxe version),Evening establish late.,1999-01-12,00:38:38,10,https://i.scdn.co/image/ab67616d0000b2738e49866860c25afffe2f1a02,https://open.spotify.com/album/3WNxdumkSMGMJRhEgK80qx,112
Overprotected (Richi Lopez Remix),overprotected (richi lopez remix),Recent particular eight box ability service.,2023-10-20,00:03:23,1,https://i.scdn.co/image/ab67616d0000b2731fa4a73e47d94a028dad641d,https://open.spotify.com/album/2YmSpaUDAtxBP2I4XTlRti,112
Keep On Burnin' (Live 1971),keep on burnin' (live 1971),Pick one receive image low.,2022-11-30,00:28:27,10,https://i.scdn.co/image/ab67616d0000b27348a4fb7af73326e70e7a33af,https://open.spotify.com/album/1NlJlBqHgYNHR3gkpqx58G,113
Finally Enough Love: 50 Number Ones,finally enough love: 50 number ones,World most concern receive painting.,2022-08-19,00:45:05,10,https://i.scdn.co/image/ab67616d0000b2734c3c7ca30705947ac207f86a,https://open.spotify.com/album/5WWD7T6lI2JV1oyABrFq10,114
Finally Enough Love,finally enough love,Catch want area cut.,2022-06-24,00:45:26,10,https://i.scdn.co/image/ab67616d0000b2734c8be9bd075e348477c91178,https://open.spotify.com/album/2y7jq4zRtFwbw3M2NsbZsD,114
Madame X - Music From The Theater Xperience (Live),madame x - music from the theater xperience (live),Scene example movement.,2021-10-08,00:45:06,10,https://i.scdn.co/image/ab67616d0000b2735a6ef83d7084b0d93fec0781,https://open.spotify.com/album/5NLO9sMI3xznCGrRWhsPN3,114
True Blue (35th Anniversary Edition),true blue (35th anniversary edition),Kid TV culture agency mean.,2021-07-30,00:46:06,10,https://i.scdn.co/image/ab67616d0000b2737f6ec57bf873be4c80355802,https://open.spotify.com/album/4pnhHLvaRIlDUwXEIXZEnH,114
23,23,Bill entire available be treat offer.,2022-02-25,00:27:56,10,https://i.scdn.co/image/ab67616d0000b273e1f05c994777b79bc5c87547,https://open.spotify.com/album/0SakL2ra5Cik5yQgKQBHGp,115
Wild West,wild west,Charge capital effect indeed decide fear.,2021-03-12,00:27:31,10,https://i.scdn.co/image/ab67616d0000b2731675d50a0ba7919b5e5797fe,https://open.spotify.com/album/0aAVMtHuK9wX1mQozWvdSZ,115
Wave,wave,Begin dream popular go arm receive trip.,2024-06-20,00:03:25,1,https://i.scdn.co/image/ab67616d0000b27352d1f444de0b3a2466980a97,https://open.spotify.com/album/65dLAih8fOf5UUkplKRvdR,115
BAND4BAND (feat. Lil Baby),band4band (feat. lil baby),Serious expert specific hotel.,2024-05-23,00:02:20,1,https://i.scdn.co/image/ab67616d0000b2737b588bf0555bde606f8b27c7,https://open.spotify.com/album/4AzPr5SUpNF553eC1d3aRy,115
Desacreditado,desacreditado,Responsibility guy staff more expect.,2024-03-28,00:02:30,1,https://i.scdn.co/image/ab67616d0000b273e775410a807983a13946fc90,https://open.spotify.com/album/3LakZhs2U817x8jdPTKlqu,115
I Will,i will,Series gas office name every.,2024-02-22,00:02:29,1,https://i.scdn.co/image/ab67616d0000b273e19320980c751feb4b10a710,https://open.spotify.com/album/17YWNPXw7xDsLqC6ES3Ysj,115
Entrapreneur,entrapreneur,Thing door civil.,2023-12-21,00:02:24,1,https://i.scdn.co/image/ab67616d0000b27307df81dcf193b7f4b41e8409,https://open.spotify.com/album/6VrYcDdRM3W0eqHbaTKcWh,115
Nice to meet you (feat. Central Cee),nice to meet you (feat. central cee),Series effect eye upon artist.,2023-11-10,00:02:42,1,https://i.scdn.co/image/ab67616d0000b27334ff4510be30ccc7febf39c4,https://open.spotify.com/album/5pPgFyTsjZDYo6WCxpQ7Tu,115
TOO MUCH,too much,Near at operation idea usually.,2023-10-19,00:03:23,1,https://i.scdn.co/image/ab67616d0000b273389e41e5096b6112ce0e1008,https://open.spotify.com/album/7gCggwpSuqUmVzWniLdpKR,115
2000,2000,Center message become the.,2023-03-17,00:30:10,10,https://i.scdn.co/image/ab67616d0000b2734dd99565ae6453deab7c26e1,https://open.spotify.com/album/7ubO2LZJZFpyhiWMZkRwcH,116
Dopamina,dopamina,Fight at travel article fight upon team sign.,2021-04-09,00:32:43,10,https://i.scdn.co/image/ab67616d0000b273d4db0cf7d386e85d2bf554b2,https://open.spotify.com/album/2yYl7Q3GOoBjznGy0Rsc2f,116
ADN,adn,Culture cause boy get control outside develop.,2019-08-23,00:35:41,10,https://i.scdn.co/image/ab67616d0000b273c5c0424134778b0f0191aed2,https://open.spotify.com/album/0CUMVFalkFhZM6Xo0ErxLi,116
Dios Te Cuide,dios te cuide,Month loss begin scientist night continue public.,2024-06-27,00:03:18,1,https://i.scdn.co/image/ab67616d0000b27306bb48d64d76668c6dffe489,https://open.spotify.com/album/1QLI6MlAp0UmM95vnsMK2M,116
Sussy,sussy,Test go you crime speak. Bit nation hotel enough.,2024-06-13,00:03:14,1,https://i.scdn.co/image/ab67616d0000b2730d55af018e80ec8701424ac1,https://open.spotify.com/album/45DC2xHGmXJcQxqd5gyoMM,116
Bahamas,bahamas,Perhaps family pick friend job.,2024-04-11,00:03:43,1,https://i.scdn.co/image/ab67616d0000b273600212830a71cb328ecbece9,https://open.spotify.com/album/2t2TGRu7yTlcXjMbdBZmbS,116
Mamasota,mamasota,Audience cold easy ok project.,2024-02-22,00:03:36,1,https://i.scdn.co/image/ab67616d0000b2730def7379d2d1676d22c68319,https://open.spotify.com/album/4QVQv92wU7pvi5zTOStXel,116
ojos. labios. cara.,ojos. labios. cara.,Bad state newspaper. Particular your Mr.,2023-10-25,00:02:53,1,https://i.scdn.co/image/ab67616d0000b2733ab5c92a71b1a33ca55fca08,https://open.spotify.com/album/1CTsEbkffQZulUwUZKzmCX,116
Dem Time Deh,dem time deh,Contain war without project whom.,2023-10-19,00:02:47,1,https://i.scdn.co/image/ab67616d0000b273471a715996dbb7b3e1cf219b,https://open.spotify.com/album/1QeOEm9n7zYsIqHvg0KRY6,116
VULTURES 1,vultures 1,Fact common sing name.,2024-02-09,00:31:19,10,https://i.scdn.co/image/ab67616d0000b2730a31b4026a452ae8c3f97a76,https://open.spotify.com/album/30zwjSQEodaUXCn11nmiVF,117
Cheers to the Best Memories,cheers to the best memories,Western eye pay hospital great.,2021-08-20,00:28:11,10,https://i.scdn.co/image/ab67616d0000b273aa680158fe00d60333e78084,https://open.spotify.com/album/15D9ut0TGWReBDq4YRQoZA,117
Featuring Ty Dolla $ign,featuring ty dolla $ign,Beyond grow happen might.,2020-10-23,00:19:04,10,https://i.scdn.co/image/ab67616d0000b2739b6cff14d6cdf4b6a2be3a4f,https://open.spotify.com/album/6M4Nu5UgX097dxeF2lm9P8,117
Beach House 3 (Deluxe Edition),beach house 3 (deluxe edition),Arm well according put chair enjoy real open.,2018-05-11,00:30:20,10,https://i.scdn.co/image/ab67616d0000b273969f92a8ae964ac3de904466,https://open.spotify.com/album/2wtx5XeYMFOpY40eK9f7fA,117
Beach House 3,beach house 3,End fine near marriage show each movement ahead.,2017-10-27,00:30:20,10,https://i.scdn.co/image/ab67616d0000b27356f796c9039f52e90d015b4d,https://open.spotify.com/album/7Dj0aaKI4RpehMPqOu56mW,117
Campaign,campaign,Art news successful.,2016-09-23,00:33:21,10,https://i.scdn.co/image/ab67616d0000b2736fde11f8428291d7d3db0c14,https://open.spotify.com/album/7bSsdgWDh5VRI3ZVOXQEj4,117
Free TC (Deluxe Edition),free tc (deluxe edition),Allow figure method war side visit become.,2016-03-25,00:48:15,10,https://i.scdn.co/image/ab67616d0000b273275182ea4853843b98aaee3e,https://open.spotify.com/album/5nIgDHf42VCFVfBY9BG2fr,117
Free TC,free tc,Affect camera book effort daughter million build.,2015-11-13,00:48:15,10,https://i.scdn.co/image/ab67616d0000b273894ceceecfd0f4ae5a5dbd66,https://open.spotify.com/album/325oe5W5EgQVcuzNwBBnmt,117
Dream Girl,dream girl,Worry option record decade enough view pick.,2024-06-26,00:03:39,1,https://i.scdn.co/image/ab67616d0000b2733c0bc9b2c9d71debdc501c98,https://open.spotify.com/album/0Alr1YFzlqXuaCswGzgFsj,117
KYGO,kygo,Operation yet lawyer.,2024-06-21,00:31:37,10,https://i.scdn.co/image/ab67616d0000b27343c39d57c55a3580766551c9,https://open.spotify.com/album/5BrjR0P59l9SsbODztqs3q,118
Thrill Of The Chase,thrill of the chase,Black political stage again pass receive the may.,2022-11-11,00:32:31,10,https://i.scdn.co/image/ab67616d0000b273c5ebb5d70f71435fa7298607,https://open.spotify.com/album/2lVpgsdtPiXE01gL5mApyn,118
Golden Hour,golden hour,Read have thing modern charge able least.,2020-05-29,00:34:32,10,https://i.scdn.co/image/ab67616d0000b27380368f0aa8f90c51674f9dd2,https://open.spotify.com/album/7tcs1X9pzFvcLOPuhCstQJ,118
Kids in Love (Remixes),kids in love (remixes),Near power dog energy treat different expect.,2018-02-14,00:32:22,9,https://i.scdn.co/image/ab67616d0000b2731f387ceb1bdb27840d61682b,https://open.spotify.com/album/7LbyVLGeEWZYOUKCecv3gI,118
Kids in Love,kids in love,Adult gun move if.,2017-11-03,00:33:35,9,https://i.scdn.co/image/ab67616d0000b273238d888f4282893ed8f83f2a,https://open.spotify.com/album/47oyrKaeobswT4T8zyaxdM,118
Cloud Nine,cloud nine,South together yard sure.,2016-05-13,00:37:11,10,https://i.scdn.co/image/ab67616d0000b27335590cb9280d5a1f5221ae1a,https://open.spotify.com/album/0uMIzWh1uEpHEBell4rlF8,118
Wait - Kygo Remix (2024 Edit),wait - kygo remix (2024 edit),Sing else let likely true.,2024-06-20,00:05:35,1,https://i.scdn.co/image/ab67616d0000b27307c1c349e265855140f8cfda,https://open.spotify.com/album/05SpYC73cM9ezCGQNWV34T,118
The Feeling,the feeling,Political year easy. Push across board.,2024-06-20,00:03:10,1,https://i.scdn.co/image/ab67616d0000b2730c4dbcb612a0e50dfdd27935,https://open.spotify.com/album/3lqPntZRviVqfPa9KsG1dZ,118
Surrender,surrender,Eat seat series this between where summer.,2024-06-20,00:03:16,1,https://i.scdn.co/image/ab67616d0000b27319a25819e8e5ddeb3910a570,https://open.spotify.com/album/3F7trj9bDn9Ra3Xf7z5hU2,118
Love Me Now Or Lose Me Later,love me now or lose me later,Democrat back within traditional wrong.,2024-06-20,00:03:41,1,https://i.scdn.co/image/ab67616d0000b273b26f1c0378048c0ad7104d0b,https://open.spotify.com/album/0dLhQEM8sw5buaSKGzhJY8,118
The Complete G-Unit,the complete g-unit,Environment early world site.,2019-05-20,00:20:51,10,https://i.scdn.co/image/ab67616d0000b273adf0cd6f9aa3f38b906768b0,https://open.spotify.com/album/58gsOKpgpf5kRiu9IF21k6,119
Bullet Proof,bullet proof,Mind about school data. Moment interest with.,2007-01-30,00:22:23,10,https://i.scdn.co/image/ab67616d0000b273195db6676f2a9a7b2ec7b733,https://open.spotify.com/album/3AgCuejBHH780ROyGkKUvj,119
Power Powder Respect,power powder respect,Remain image avoid high.,2022-01-12,00:03:01,1,https://i.scdn.co/image/ab67616d0000b2734a0222696b4bf64b0557cba7,https://open.spotify.com/album/19rjbx54BJDVdHVs7RCyqs,119
Part of the Game (Extended Version),part of the game (extended version),Growth two marriage bank way learn.,2021-02-12,00:04:06,1,https://i.scdn.co/image/ab67616d0000b2734c638619294613050090a881,https://open.spotify.com/album/54oQKWq6gV4hVFRG6BmrdI,119
Part Of The Game (feat. NLE Choppa & Rileyy Lanez),part of the game (feat. nle choppa & rileyy lanez),Its cover yard including right bad card.,2020-12-30,00:03:05,1,https://i.scdn.co/image/ab67616d0000b273348101f748b1253221b538ae,https://open.spotify.com/album/4U8n0uEGmEvNu2dzCgG8yv,119
TESTING,testing,Central space inside church sport blue serious.,2018-05-25,00:32:58,10,https://i.scdn.co/image/ab67616d0000b2739feadc48ab0661e9b3a9170b,https://open.spotify.com/album/3MATDdrpHmQCmuOcozZjDa,120
AT.LONG.LAST.A$AP,at.long.last.a$ap,Accept cold design hard fast consumer live.,2015-05-26,00:36:06,10,https://i.scdn.co/image/ab67616d0000b27381a6a2cafab2e7a4066b5eec,https://open.spotify.com/album/3arNdjotCvtiiLFfjKngMc,120
LONG.LIVE.A$AP (Deluxe Version),long.live.a$ap (deluxe version),Training performance able guess few positive.,2013-01-01,00:40:56,10,https://i.scdn.co/image/ab67616d0000b2732ae92030b51fb8135d694af9,https://open.spotify.com/album/6rzMufuu8sLkIizM4q9c7J,120
LIVE.LOVE.A$AP,live.love.a$ap,Air hold action dream appear.,2011-10-31,00:33:24,10,https://i.scdn.co/image/ab67616d0000b273c8ced8a4d6b6b61eb592f3dd,https://open.spotify.com/album/4l6EPpP9hjQrLb8qNB9eC5,120
